1.0	7.11399487351493e-5
2.0	7.11399487351493e-5
3.0	7.11399487351493e-5
4.0	7.11399487351493e-5
5.0	7.11399487351493e-5
6.0	7.11399487351493e-5
7.0	7.11399487351493e-5
8.0	7.11399487351493e-5
9.0	7.11399487351493e-5
10.0	7.11399487351493e-5
11.0	7.11399487351493e-5
12.0	7.11399487351493e-5
13.0	7.11399487351493e-5
14.0	7.11399487351493e-5
15.0	7.11399487351493e-5
16.0	7.11399487351493e-5
17.0	7.11399487351493e-5
18.0	7.11399487351493e-5
19.0	7.11399487351493e-5
20.0	7.11399487351493e-5
21.0	7.11399487351493e-5
22.0	7.11399487351493e-5
23.0	7.11399487351493e-5
24.0	7.11399487351493e-5
25.0	7.11399487351493e-5
26.0	7.11399487351493e-5
27.0	7.11399487351493e-5
28.0	7.11399487351493e-5
29.0	7.11399487351493e-5
30.0	7.11399487351493e-5
31.0	7.11399487351493e-5
32.0	7.11399487351493e-5
33.0	7.11399487351493e-5
34.0	7.11399487351493e-5
35.0	7.11399487351493e-5
36.0	7.11399487351493e-5
37.0	7.11399487351493e-5
38.0	7.11399487351493e-5
39.0	7.11399487351493e-5
40.0	7.11399487351493e-5
41.0	7.11399487351493e-5
42.0	7.11399487351493e-5
43.0	7.11399487351493e-5
44.0	7.11399487351493e-5
45.0	7.11399487351493e-5
46.0	7.11399487351493e-5
47.0	7.11399487351493e-5
48.0	7.11399487351493e-5
49.0	7.11399487351493e-5
50.0	7.11399487351493e-5
51.0	7.11399487351493e-5
52.0	7.11399487351493e-5
53.0	7.11399487351493e-5
54.0	7.11399487351493e-5
55.0	7.11399487351493e-5
56.0	7.11399487351493e-5
57.0	7.11399487351493e-5
58.0	7.11399487351493e-5
59.0	7.11399487351493e-5
60.0	7.11399487351493e-5
61.0	7.11399487351493e-5
62.0	7.11399487351493e-5
63.0	7.11399487351493e-5
64.0	7.11399487351493e-5
65.0	7.11399487351493e-5
66.0	7.11399487351493e-5
67.0	7.11399487351493e-5
68.0	7.11399487351493e-5
69.0	7.11399487351493e-5
70.0	7.11399487351493e-5
71.0	7.11399487351493e-5
72.0	7.11399487351493e-5
73.0	7.11399487351493e-5
74.0	7.11399487351493e-5
75.0	7.11399487351493e-5
76.0	7.11399487351493e-5
77.0	7.11399487351493e-5
78.0	7.11399487351493e-5
79.0	7.11399487351493e-5
80.0	7.11399487351493e-5
81.0	7.11399487351493e-5
82.0	7.11399487351493e-5
83.0	7.11399487351493e-5
84.0	7.11399487351493e-5
85.0	7.11399487351493e-5
86.0	7.11399487351493e-5
87.0	7.11399487351493e-5
88.0	7.11399487351493e-5
89.0	7.11399487351493e-5
90.0	7.11399487351493e-5
91.0	7.11399487351493e-5
92.0	7.11399487351493e-5
93.0	7.11399487351493e-5
94.0	7.11399487351493e-5
95.0	7.11399487351493e-5
96.0	7.11399487351493e-5
97.0	7.11399487351493e-5
98.0	7.11399487351493e-5
99.0	7.11399487351493e-5
100.0	7.11399487351493e-5
